Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,2,383,2,9,2,1,1,1439,1,1,68,2,1,8,1,1,4400,15182,3,0,0,12,3,1,80,0,6,2,3,3,2,2,2,1
35,1,880,2,12,4,4,1,1667,4,1,36,3,2,7,4,2,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7,1
53,2,1168,2,24,4,1,1,1968,1,1,66,3,3,7,1,2,10448,5843,6,0,1,13,3,2,80,0,15,2,2,2,2,2,2,1
38,2,1180,1,29,1,3,1,282,2,1,70,3,2,0,1,1,6673,11354,7,0,1,19,3,2,80,0,17,2,3,1,0,0,0,1
34,1,658,1,7,3,1,1,147,1,1,66,1,2,2,3,2,6074,22887,1,0,1,24,4,4,80,0,9,3,3,9,7,0,6,1
28,2,11170,1,8,2,1,1,395,4,0,66,3,1,6,4,2,3310,4488,1,0,0,21,4,4,80,0,5,3,3,5,3,0,2,0
42,2,810,1,23,5,1,1,468,1,0,44,3,4,5,4,2,15992,15901,2,0,0,14,3,2,80,0,16,2,3,1,0,0,0,0
30,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8412,2890,0,0,0,11,3,3,80,0,10,3,3,9,8,7,8,0
51,2,1323,1,4,4,1,1,1081,1,1,34,3,1,6,3,1,2461,10332,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7,1
21,2,1427,1,18,1,4,1,923,4,0,65,3,1,6,4,2,2693,8870,1,0,0,19,3,1,80,0,1,3,2,1,0,0,0,1
23,2,1243,1,6,3,1,1,811,3,1,63,4,1,2,1,1,1601,3445,1,0,1,21,4,3,80,2,1,2,3,0,0,0,0,1
50,0,145,2,1,3,1,1,1040,4,0,95,3,2,7,3,1,6347,24920,0,0,0,12,3,1,80,1,19,3,3,18,7,0,13,0
34,2,665,1,6,4,4,1,138,1,0,41,3,2,6,3,2,4809,12482,1,0,0,14,3,3,80,0,16,3,3,16,13,2,10,0
34,1,6530,1,10,4,5,1,1597,4,1,92,2,2,0,3,1,5063,15332,1,0,0,14,3,2,80,1,8,3,2,8,2,7,7,0
28,2,895,1,15,2,1,1,1102,1,1,50,3,1,2,3,0,2207,22482,1,0,0,16,3,4,80,1,4,5,2,4,2,2,2,0
32,0,1474,2,11,4,4,1,631,4,1,60,4,2,7,3,1,4707,23914,8,0,0,12,3,4,80,0,6,2,3,4,2,1,2,1
43,1,957,1,28,3,3,1,171,2,0,72,4,1,6,3,2,4739,16090,4,0,0,12,3,4,80,0,18,2,3,3,2,1,2,0
31,1,307,1,29,2,3,1,355,3,1,71,2,1,2,2,2,3479,11652,0,0,0,11,3,2,80,0,6,2,4,5,4,1,4,1
37,2,807,0,6,4,0,1,133,3,1,63,3,1,1,1,0,2073,23648,4,0,1,22,4,4,80,0,7,3,3,3,2,0,2,1
31,2,1079,2,16,4,2,1,1761,1,1,70,3,3,7,3,1,8161,19002,2,0,0,13,3,1,80,3,10,2,3,1,0,0,0,1
52,2,266,2,2,1,2,1,1038,1,0,57,1,5,3,4,1,19845,25846,1,0,0,15,3,4,80,1,33,3,3,32,14,6,9,1
31,0,335,1,9,2,3,1,991,3,1,46,2,1,6,1,2,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2,1
41,2,1102,2,1,2,1,1,1,2,0,94,3,2,7,4,2,5993,19479,8,0,1,11,3,1,80,0,8,0,1,6,4,0,5,1
58,2,147,1,23,4,3,1,165,4,0,94,3,3,0,4,1,10312,3465,1,0,0,12,3,4,80,1,40,3,2,40,10,15,6,1
32,1,238,1,50,2,1,1,1939,1,0,47,4,1,6,3,2,2432,15318,3,0,1,14,3,1,80,0,8,2,3,4,1,0,3,1
33,1,827,1,29,4,3,1,1101,1,0,54,2,2,6,3,2,4508,3129,1,0,0,22,4,2,80,0,14,4,3,13,7,3,8,1
26,0,265,2,29,2,3,1,1037,2,1,79,1,2,7,1,2,4969,21813,8,0,0,18,3,4,80,0,7,6,3,2,2,2,2,1
37,0,728,1,1,4,3,1,380,1,0,80,3,3,5,4,0,13603,11677,2,0,1,18,3,1,80,2,15,2,3,5,2,0,2,0
36,2,1383,1,10,3,1,1,1790,4,1,90,3,3,0,1,1,8321,25949,7,0,1,13,3,4,80,1,15,1,3,12,8,5,7,0
42,2,544,0,2,1,5,1,470,3,1,52,3,1,1,3,0,2696,24017,0,0,1,11,3,3,80,1,4,5,3,3,2,1,0,0
44,1,920,1,24,3,1,1,392,4,1,43,3,1,2,3,0,3161,19920,3,0,1,22,4,4,80,1,19,0,1,1,0,0,0,1
26,1,426,0,17,4,1,1,608,2,0,58,3,1,1,3,0,2741,22808,0,0,1,11,3,2,80,1,8,2,2,7,7,1,0,1
43,1,807,1,17,3,5,1,1767,3,1,38,2,1,6,3,1,2437,15587,9,0,1,16,3,4,80,1,6,4,3,1,0,0,0,1
43,0,1344,1,7,3,3,1,262,4,1,37,4,1,6,4,0,2089,5228,4,0,0,14,3,4,80,3,7,3,4,5,4,2,2,0
30,2,138,1,22,3,1,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1,1
46,2,1450,1,15,2,1,1,1217,4,1,52,3,5,5,2,1,19081,10849,5,0,0,11,3,1,80,1,25,2,3,4,2,0,3,0
39,2,360,1,23,3,3,1,1310,3,1,93,3,1,6,1,2,3904,22154,0,0,0,13,3,1,80,0,6,2,3,5,2,0,3,1
50,2,410,2,28,3,2,1,2055,4,1,39,2,3,7,1,0,10854,16586,4,0,1,13,3,2,80,1,20,3,3,3,2,2,0,1
45,1,364,1,25,3,3,1,1306,2,0,83,3,5,3,2,2,18061,13035,3,0,0,22,4,3,80,0,22,4,3,0,0,0,0,0
34,2,699,1,6,1,3,1,31,2,1,83,3,1,6,1,2,2960,17102,2,0,0,11,3,3,80,0,8,2,3,4,2,1,3,1
41,0,9060,1,5,2,1,1,1210,1,1,95,2,1,6,1,0,2107,20293,6,0,0,17,3,1,80,1,5,2,1,1,0,0,0,1
35,2,622,1,140,4,4,1,1010,3,1,39,2,1,2,2,0,3743,10074,1,0,1,24,4,4,80,1,5,2,1,4,2,0,2,1
50,1,878,2,1,4,1,1,2044,2,1,94,3,2,7,3,0,6728,14255,7,0,0,12,3,4,80,2,12,3,3,6,3,0,1,1
41,2,1360,1,12,3,5,1,58,2,0,49,3,5,5,3,1,19545,16280,1,0,0,12,3,4,80,0,23,0,3,22,15,15,8,1
37,2,674,1,13,3,3,1,1543,1,1,47,3,2,6,4,1,4285,3031,1,0,0,17,3,1,80,0,10,2,3,10,8,3,7,0
32,1,116,1,130,3,4,1,1234,3,0,77,2,1,2,2,1,2743,7331,1,0,0,20,4,3,80,1,2,2,3,2,2,2,2,0
32,2,234,2,1,4,3,1,2013,2,1,68,2,1,8,2,1,2269,18024,0,0,0,14,3,2,80,1,3,2,3,2,2,2,2,0
42,2,1265,1,3,3,1,1,894,3,0,95,4,2,2,4,1,5231,23726,2,0,1,13,3,2,80,1,17,1,2,5,3,1,3,0
21,0,895,2,9,2,3,1,484,1,1,39,3,1,8,4,2,2610,2851,1,0,0,24,4,3,80,0,3,3,2,3,2,2,2,0
46,1,638,1,1,3,3,1,124,3,1,40,2,3,0,1,1,10673,3142,2,0,1,13,3,3,80,1,21,5,2,10,9,9,5,0
31,2,616,1,12,3,3,1,961,4,0,41,3,2,0,4,1,5855,17369,0,0,1,11,3,3,80,2,10,2,1,9,7,8,5,0
35,2,817,1,1,3,3,1,1369,4,0,60,2,2,2,4,1,5363,10846,0,0,0,12,3,2,80,1,10,0,3,9,7,0,0,0
35,2,1224,2,7,4,1,1,1962,3,0,55,3,2,7,4,1,5204,13586,1,0,1,11,3,4,80,0,10,2,3,10,8,0,9,0
22,2,1230,1,1,2,1,1,872,4,1,33,2,2,4,4,1,4775,19146,6,0,0,22,4,1,80,2,4,2,1,2,2,2,2,0
36,2,1396,1,5,2,1,1,304,4,1,62,3,2,2,2,2,5914,9945,8,0,0,16,3,4,80,0,16,3,4,13,11,3,7,0
26,1,342,1,2,3,1,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,0,1,14,3,2,80,1,6,2,3,3,2,1,2,1
24,1,381,1,9,3,3,1,1494,2,1,89,3,1,2,1,2,3172,16998,2,0,1,11,3,3,80,0,4,2,2,0,0,0,0,1
33,2,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0,1
37,2,482,1,3,3,4,1,689,3,1,36,3,3,4,3,1,9434,9606,1,0,0,15,3,3,80,1,10,2,3,10,7,7,8,0
32,2,1045,2,4,4,3,1,291,4,1,32,1,3,7,4,1,10400,25812,1,0,0,11,3,3,80,0,14,2,2,14,8,9,8,1
50,1,562,2,8,2,5,1,723,2,1,50,3,2,7,3,1,6796,23452,3,0,1,14,3,1,80,1,18,4,3,4,3,1,3,1
31,2,1082,1,1,4,3,1,95,3,1,87,3,1,6,2,2,2501,18775,1,0,0,17,3,2,80,0,1,4,3,1,1,1,0,0
31,1,534,1,200,3,1,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,0,12,3,1,80,0,12,2,3,1,0,0,0,1
25,1,599,2,24,1,1,1,1273,3,1,73,1,1,8,4,2,1118,8040,1,0,1,14,3,4,80,0,1,4,3,1,0,1,0,1
35,2,1204,2,4,3,5,1,1100,4,1,86,3,3,7,1,2,9582,10333,0,0,1,22,4,1,80,0,9,2,3,8,7,4,7,1
36,2,530,2,3,1,1,1,967,3,1,51,2,3,7,4,1,10325,5518,1,0,1,11,3,1,80,1,16,6,3,16,7,3,7,1
29,2,991,2,5,3,3,1,1669,1,1,43,2,2,7,2,0,4187,3356,1,0,1,13,3,2,80,1,10,3,2,10,0,0,9,0
31,2,542,2,20,3,1,1,175,2,0,71,1,2,7,3,1,4559,24788,3,0,1,11,3,3,80,1,4,2,3,2,2,2,2,1
25,2,949,1,1,3,5,1,1415,1,1,81,3,1,2,4,1,3229,4910,4,0,0,11,3,2,80,1,7,2,2,3,2,0,2,0
25,2,1219,1,4,1,5,1,1106,4,1,32,3,1,2,4,1,3691,4605,1,0,1,15,3,2,80,1,7,3,4,7,7,5,6,1
39,0,792,1,1,3,1,1,1737,4,1,77,3,2,2,4,1,6472,8989,1,0,1,15,3,4,80,1,9,2,3,9,8,5,8,0
36,2,913,1,9,2,3,1,699,2,1,48,2,2,4,2,0,8847,13934,2,0,1,11,3,3,80,1,13,2,3,3,2,0,2,0
37,2,1373,1,2,2,4,1,4,4,1,92,2,1,2,3,2,2090,2396,6,0,1,15,3,2,80,0,7,3,3,0,0,0,0,1
26,2,933,2,1,3,1,1,476,3,1,57,3,2,7,3,1,5296,20156,1,0,0,17,3,2,80,1,8,3,3,8,7,7,7,0
32,2,1401,2,4,2,1,1,330,3,0,56,3,1,8,2,1,3931,20990,2,0,0,11,3,1,80,1,6,5,3,4,3,1,2,0
34,2,790,2,24,4,3,1,1489,1,0,40,2,2,7,2,2,4599,7815,0,0,1,23,4,3,80,0,16,2,4,15,9,10,10,1
28,1,1009,1,1,3,3,1,1111,1,1,45,2,1,2,2,0,2596,7160,1,0,0,15,3,1,80,2,1,2,3,1,0,0,0,1
28,2,1475,2,13,2,2,1,1933,4,0,84,3,2,7,3,2,9854,23352,3,0,1,11,3,4,80,0,6,0,3,2,0,2,2,1
41,2,8020,2,9,1,1,1,176,3,1,96,3,3,7,3,0,8189,21196,3,0,1,13,3,3,80,1,12,2,3,9,7,0,7,0
37,1,8890,1,9,3,3,1,403,2,1,53,3,1,6,4,1,2326,11411,1,0,1,12,3,3,80,3,4,3,2,4,2,1,2,0
56,2,310,1,7,2,5,1,2032,4,1,72,3,1,2,3,1,2339,3666,8,0,0,11,3,4,80,1,14,4,1,10,9,9,8,1
41,1,143,2,4,3,2,1,488,1,1,56,3,2,7,2,2,9355,9558,1,0,0,18,3,3,80,0,8,5,3,8,7,7,7,1
44,2,935,1,3,3,1,1,1333,1,1,89,3,1,2,1,1,2362,14669,4,0,0,12,3,3,80,0,10,4,4,3,2,1,2,1
27,2,486,1,8,3,3,1,1647,2,0,86,4,1,6,3,1,3517,22490,7,0,0,17,3,1,80,0,5,0,3,3,2,0,2,0
35,2,1040,1,2,3,1,1,1569,1,0,69,3,1,2,1,0,2074,26619,1,0,1,12,3,4,80,1,1,2,3,1,0,0,0,1
22,1,1368,1,4,1,5,1,593,3,1,99,2,1,2,3,2,3894,9129,5,0,0,16,3,3,80,0,4,3,3,2,2,1,2,1
31,2,202,1,8,3,1,1,1433,1,0,34,2,1,6,2,2,1261,22262,1,0,0,12,3,3,80,0,1,3,4,1,0,0,0,1
42,1,4810,2,12,3,1,1,1167,3,1,44,3,4,7,1,2,13758,2447,0,0,1,12,3,2,80,0,22,2,2,21,9,13,14,1
25,2,240,2,5,3,2,1,142,3,1,46,2,2,7,3,2,5744,26959,1,0,1,11,3,4,80,0,6,1,3,6,4,0,3,1
36,2,885,1,16,4,1,1,1042,3,0,43,4,1,2,1,2,2743,8269,1,0,0,16,3,3,80,0,18,1,3,17,13,15,14,1
44,1,602,0,1,5,0,1,1642,1,1,37,3,2,1,4,1,5743,10503,4,0,1,11,3,3,80,0,14,3,3,10,7,0,2,0
48,1,708,2,7,2,3,1,1691,4,0,95,3,1,8,3,1,2655,11740,2,0,1,11,3,3,80,2,19,3,3,9,7,7,7,1
55,2,189,0,26,4,0,1,1973,3,1,71,4,5,3,2,1,19636,25811,4,0,1,18,3,1,80,1,35,0,3,10,9,1,4,0
32,1,1311,1,7,3,1,1,359,2,1,100,4,1,2,2,1,2794,26062,1,0,0,20,4,3,80,0,5,3,1,5,1,0,3,0
46,2,717,1,13,4,1,1,1727,3,1,34,3,2,0,2,2,5562,9697,6,0,0,14,3,4,80,0,19,3,3,10,7,0,9,0
33,2,603,2,9,4,2,1,1157,1,0,77,3,2,7,1,2,8224,18385,0,0,1,17,3,1,80,0,6,3,3,5,2,0,3,1
53,2,661,2,7,2,2,1,862,1,0,78,2,3,7,4,1,10934,20715,7,0,1,18,3,4,80,1,35,3,3,5,2,0,4,0
41,2,549,1,7,2,3,1,1025,4,0,42,3,2,4,3,2,5003,23371,6,0,0,14,3,2,80,0,8,6,3,2,2,2,1,0
35,2,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,0,15,3,3,80,0,6,2,3,5,4,4,3,0
33,2,813,1,14,3,3,1,325,3,1,58,3,1,2,4,1,2436,22149,5,0,1,13,3,3,80,1,8,2,1,5,4,0,4,1
42,0,335,1,23,2,1,1,1976,4,1,37,2,2,6,3,2,4332,14811,1,0,0,12,3,4,80,0,20,2,3,20,9,3,7,0
43,2,1372,2,9,3,2,1,1188,1,0,85,1,2,7,3,2,5346,9489,8,0,0,13,3,2,80,0,7,2,2,4,3,1,3,1
33,2,931,1,14,3,3,1,252,4,0,72,3,1,6,2,1,2756,4673,1,0,0,13,3,4,80,1,8,5,3,8,7,1,6,0
23,2,885,1,4,3,3,1,705,1,1,58,4,1,6,1,1,2819,8544,2,0,0,16,3,1,80,1,5,3,4,3,2,0,2,0
42,1,1368,1,28,4,5,1,551,4,0,88,2,2,0,4,1,4523,4386,0,0,0,11,3,4,80,3,7,4,4,6,5,0,4,0
38,2,168,1,1,3,1,1,743,3,0,81,3,3,4,3,2,7861,15397,4,0,1,14,3,4,80,0,10,4,4,1,0,0,0,0
26,2,950,2,4,4,2,1,401,4,1,48,2,2,7,4,2,5828,8450,1,0,1,12,3,2,80,0,8,0,3,8,7,7,4,1
20,2,1362,1,10,1,3,1,701,4,1,32,3,1,6,3,2,1009,26999,1,0,1,11,3,4,80,0,1,5,3,1,0,1,1,1
20,1,769,2,9,3,2,1,1077,4,0,54,3,1,8,4,2,2323,17205,1,0,1,14,3,2,80,0,2,3,3,2,2,0,2,1
40,2,575,2,22,2,2,1,492,3,1,68,2,2,7,3,1,6380,6110,2,0,1,12,3,1,80,2,8,6,3,6,4,1,0,1
39,2,117,1,10,1,3,1,429,3,1,99,3,4,3,1,1,17068,5355,1,0,1,14,3,4,80,0,21,3,3,21,9,11,10,0
26,2,1066,1,20,2,3,1,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,0,12,3,2,80,0,8,2,3,8,7,1,3,0
46,2,377,2,9,3,2,1,1457,1,1,52,3,3,7,4,0,10096,15986,4,0,0,11,3,1,80,1,28,1,4,7,7,4,3,1
19,2,528,2,22,1,2,1,167,4,1,50,3,1,8,3,2,1675,26820,1,0,1,19,3,4,80,0,0,2,2,0,0,0,0,1
26,1,921,1,1,1,3,1,1068,1,0,66,2,1,6,3,0,2007,25265,1,0,0,13,3,3,80,2,5,5,3,5,3,1,3,0
31,2,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,0,1,13,3,3,80,0,10,2,4,6,5,0,5,0
35,2,607,1,9,3,1,1,880,4,0,66,2,3,4,3,1,10685,23457,1,0,1,20,4,2,80,1,17,2,3,17,14,5,15,0
29,2,10920,1,10,4,3,1,2027,1,1,36,3,1,6,4,1,4787,26124,9,0,1,14,3,2,80,3,4,3,4,2,2,2,2,1
38,2,849,1,25,2,1,1,421,1,0,81,2,3,5,2,1,12061,26707,3,0,0,17,3,3,80,1,19,2,3,10,8,0,1,0
29,2,468,1,28,4,3,1,2054,4,0,73,2,1,6,1,2,3785,8489,1,0,0,14,3,2,80,0,5,3,1,5,4,0,4,0
28,2,1434,1,5,4,5,1,65,3,1,50,3,1,2,3,2,3441,11179,1,0,1,13,3,3,80,0,2,3,2,2,2,2,2,1
27,1,472,1,1,1,5,1,274,3,1,60,2,2,4,1,1,4298,9679,5,0,0,19,3,3,80,1,6,1,3,2,2,2,0,0
45,2,193,1,6,4,4,1,101,4,1,52,3,3,5,1,1,13245,15067,4,0,1,14,3,2,80,0,17,3,4,0,0,0,0,0
47,2,983,1,2,2,3,1,574,1,0,65,3,2,4,4,0,5070,7389,5,0,0,13,3,3,80,3,20,2,3,5,0,0,4,0
32,2,1089,1,7,2,1,1,1309,4,1,79,3,2,2,3,1,4883,22845,1,0,0,18,3,1,80,1,10,3,3,10,4,1,1,1
32,2,128,1,2,1,5,1,362,4,1,84,2,2,2,1,2,2176,19737,4,0,0,13,3,4,80,0,9,5,3,6,2,0,4,0
29,2,1401,1,6,1,3,1,1192,2,0,54,3,1,2,4,1,3131,26342,1,0,0,13,3,1,80,1,10,5,3,10,8,0,8,0
43,2,589,1,14,2,1,1,843,2,1,94,3,4,5,1,1,17159,5200,6,0,0,24,4,3,80,1,22,3,3,4,1,1,0,0
24,0,1269,1,4,1,1,1,888,1,1,46,2,1,2,4,1,3162,10778,0,0,0,17,3,4,80,0,6,2,2,5,2,3,4,0
33,0,775,1,4,3,5,1,1771,4,1,90,3,2,6,2,0,3055,6194,5,0,0,15,3,4,80,2,11,2,2,9,8,1,7,0
36,2,557,2,3,3,3,1,2024,1,0,94,2,3,7,4,1,7644,12695,0,0,0,19,3,3,80,2,10,2,3,9,7,3,4,0
30,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,2564,7181,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7,0
53,2,1084,1,13,2,3,1,250,4,0,57,4,2,4,1,0,4450,26250,1,0,0,11,3,3,80,2,5,3,3,4,2,1,3,0
39,2,1462,2,6,3,3,1,1588,4,1,38,4,3,7,3,1,8237,4658,2,0,0,11,3,1,80,1,11,3,3,7,6,7,6,0
31,2,249,2,6,4,1,1,163,2,1,76,1,2,7,3,1,6172,20739,4,0,1,18,3,2,80,0,12,3,2,7,7,7,7,1
25,2,867,2,190,2,2,1,952,3,1,36,2,1,8,2,1,2413,18798,1,0,1,18,3,3,80,3,1,2,3,1,0,0,0,1
60,2,696,2,7,4,2,1,1233,2,1,52,4,2,7,4,0,5220,10893,0,0,1,18,3,2,80,1,12,3,3,11,7,1,9,0
24,1,1287,1,7,3,1,1,647,1,0,55,3,1,2,3,1,2886,14168,1,0,1,16,3,4,80,1,6,4,3,6,3,1,2,1
40,2,611,2,7,4,3,1,1740,2,1,88,3,5,3,2,2,19833,4349,1,0,0,14,3,2,80,0,21,3,2,21,8,12,8,0
25,2,9590,2,28,3,1,1,183,1,1,41,2,2,7,3,1,8639,24835,2,0,0,18,3,4,80,0,6,3,3,2,2,2,2,0
32,2,824,1,5,2,1,1,1555,4,0,67,2,2,6,2,1,5878,15624,3,0,0,12,3,1,80,1,12,2,3,7,1,2,5,0
25,2,883,2,260,1,3,1,781,3,0,32,3,2,7,4,2,6180,22807,1,0,0,23,4,2,80,0,6,5,2,6,5,1,4,0
38,2,903,1,2,3,3,1,1573,3,1,81,3,2,4,2,1,4855,7653,4,0,0,11,3,1,80,2,7,2,3,5,2,1,4,1
40,2,444,2,2,2,2,1,1986,2,0,92,3,2,7,2,1,5677,4258,3,0,0,14,3,3,80,1,15,4,3,11,8,5,10,0
47,1,1093,2,9,3,1,1,1716,3,1,82,1,4,7,3,1,12936,24164,7,0,0,11,3,3,80,0,25,3,1,23,5,14,10,1
28,1,289,1,2,2,3,1,1504,3,1,38,2,1,2,1,2,2561,5355,7,0,0,11,3,3,80,0,8,2,2,0,0,0,0,1
34,2,479,1,7,4,3,1,1577,1,1,35,3,1,6,4,2,2972,22061,1,0,0,13,3,3,80,0,1,4,1,1,0,0,0,0
21,2,156,2,12,3,1,1,494,3,0,90,4,1,8,2,2,2716,25422,1,0,0,15,3,4,80,0,1,0,3,1,0,0,0,1
50,2,1046,1,10,3,5,1,491,4,1,100,2,3,0,4,2,10496,2755,6,0,0,15,3,4,80,0,20,2,3,4,3,1,3,0
46,2,488,2,20,3,5,1,363,3,0,75,1,4,3,2,1,16872,14977,3,0,1,12,3,2,80,1,28,2,2,7,7,7,7,0
29,1,806,1,1,4,1,1,710,2,1,76,1,1,6,4,0,2720,18959,1,0,0,18,3,4,80,1,10,5,3,10,7,2,8,0
31,2,1232,1,7,4,3,1,462,3,0,39,3,3,4,4,2,7143,25713,1,0,1,14,3,3,80,0,11,2,2,11,9,4,10,0
46,2,1402,2,2,3,2,1,1204,3,0,69,3,4,3,1,1,17048,24097,8,0,0,23,4,1,80,0,28,2,3,26,15,15,9,0
42,1,933,1,19,3,3,1,752,3,1,57,4,1,6,3,0,2759,20366,6,0,1,12,3,4,80,0,7,2,3,2,2,2,2,1
28,2,890,1,2,4,3,1,828,3,1,46,3,1,6,3,2,4382,16374,6,0,0,17,3,4,80,0,5,3,2,2,2,2,1,1
27,2,135,1,17,4,1,1,1405,4,0,51,3,1,6,3,2,2394,25681,1,0,1,13,3,4,80,0,8,2,3,8,2,7,7,1
34,2,1107,0,9,4,5,1,1467,1,0,52,3,1,1,3,1,2742,3072,1,0,0,15,3,4,80,0,2,0,3,2,2,2,2,1
38,2,362,1,1,1,1,1,662,3,0,43,3,1,6,1,2,2619,14561,3,0,0,17,3,4,80,0,8,3,2,0,0,0,0,0
32,2,646,1,9,4,1,1,679,1,0,92,3,2,6,4,1,6322,18089,1,0,1,12,3,4,80,1,6,2,2,6,4,0,5,0
33,2,527,1,1,4,4,1,780,4,1,63,3,1,6,4,2,2686,5207,1,0,1,13,3,3,80,0,10,2,2,10,9,7,8,1
33,2,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,3408,6705,7,0,0,13,3,1,80,3,8,2,3,4,3,1,3,1
29,2,350,0,13,3,0,1,1844,1,1,56,2,1,1,1,0,2335,3157,4,0,1,15,3,4,80,3,4,3,3,2,2,2,0,1
35,1,944,2,1,3,2,1,314,3,0,92,3,3,7,3,2,8789,9096,1,0,0,14,3,1,80,0,10,3,4,10,7,0,8,0
29,2,805,1,1,2,1,1,816,2,0,36,2,1,2,1,1,2319,6689,1,0,1,11,3,4,80,1,1,1,3,1,0,0,0,1
29,2,408,2,23,1,1,1,1165,4,0,45,2,3,7,1,1,7336,11162,1,0,0,13,3,1,80,1,11,3,1,11,8,3,10,1
31,1,1125,2,7,4,2,1,1833,1,0,68,3,3,7,1,1,9637,8277,2,0,0,14,3,4,80,2,9,3,3,3,2,2,2,0
23,2,427,2,70,3,1,1,1702,3,1,99,3,1,8,4,0,2275,25103,1,0,1,21,4,2,80,1,3,2,3,3,2,0,2,1
34,2,1320,1,20,3,5,1,1265,3,0,89,4,1,6,3,1,2585,21643,0,0,0,17,3,4,80,0,2,5,2,1,0,0,0,0
23,2,1320,1,8,1,3,1,1684,4,1,93,2,1,2,3,2,3989,20586,1,0,1,11,3,1,80,0,5,2,3,5,4,1,2,1
37,2,446,1,1,4,1,1,635,2,0,65,3,2,4,2,1,6447,15701,6,0,0,12,3,2,80,1,8,2,2,6,5,4,3,0
56,2,718,1,4,4,5,1,1191,4,0,92,3,5,3,1,0,19943,18575,4,0,0,13,3,4,80,1,28,2,3,5,2,4,2,0
24,2,240,0,220,1,0,1,1714,4,1,58,1,1,1,3,1,1555,11585,1,0,0,11,3,3,80,1,1,2,3,1,0,0,0,1
50,2,854,2,1,4,3,1,323,4,0,68,3,5,3,4,0,19517,24118,3,0,0,11,3,3,80,1,32,3,2,7,0,0,6,0
36,2,1040,1,3,2,1,1,1664,4,1,79,4,2,0,1,0,6842,26308,6,0,0,20,4,1,80,1,13,3,3,5,4,0,4,0
31,1,1060,2,1,3,1,1,1331,4,0,54,3,1,8,2,2,2302,8319,1,0,1,11,3,1,80,0,3,2,4,3,2,2,2,1
55,2,725,1,2,3,3,1,787,4,1,78,3,5,3,1,1,19859,21199,5,0,1,13,3,4,80,1,24,2,3,5,2,1,4,1
40,2,750,1,12,3,1,1,1829,2,0,47,3,2,0,1,0,4448,10748,2,0,0,12,3,2,80,1,15,3,3,7,4,7,7,0
37,2,977,1,1,3,1,1,1196,4,0,56,2,2,4,4,1,6474,9961,1,0,0,13,3,2,80,1,14,2,2,14,8,3,11,0
33,1,1076,1,3,3,1,1,702,1,1,70,3,1,6,1,2,3348,3164,1,0,1,11,3,1,80,0,10,3,3,10,8,9,7,1
31,1,798,1,7,2,1,1,442,3,0,48,2,3,4,3,1,8943,14034,1,0,0,24,4,1,80,1,10,2,3,10,9,8,9,0
31,2,670,1,26,1,1,1,16,1,1,31,3,1,6,3,0,2911,15170,1,0,0,17,3,4,80,1,5,1,2,5,2,4,3,0
35,2,735,1,6,1,1,1,1291,3,1,66,3,1,6,3,1,3506,6020,0,0,1,14,3,4,80,0,4,3,3,3,2,2,2,0
44,2,1376,0,1,2,3,1,1098,2,1,91,2,3,1,1,1,10482,2326,9,0,0,14,3,4,80,1,24,1,3,20,6,3,6,1
32,2,267,1,29,4,1,1,2010,3,0,49,2,1,2,2,2,2837,15919,1,0,0,13,3,3,80,0,6,3,3,6,2,4,1,0
36,2,318,1,9,3,3,1,90,4,1,79,2,1,6,3,1,3388,21777,0,0,1,17,3,1,80,1,2,0,2,1,0,0,0,1
36,2,1456,2,13,5,2,1,1733,2,1,96,2,2,7,1,0,6134,8658,5,0,1,13,3,2,80,3,16,3,3,2,2,2,2,1
41,2,483,1,6,3,3,1,466,4,1,95,2,2,4,2,2,6032,10110,6,0,1,15,3,4,80,0,8,3,3,5,4,1,2,0
30,2,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,6577,19558,0,0,0,11,3,2,80,0,6,6,3,5,4,4,4,0
